respondent_id,persona,age_group,gender,city_tier,monthly_hh_income,hh_type,products_used_shampoo,products_used_conditioner,products_used_body_wash,products_used_bar_soap,products_used_dishwash,products_used_laundry,products_used_floor_cleaner,products_used_toilet_cleaner,primary_channel,actual_spend_personal_care,actual_spend_mid,total_hh_spend_monthly,purchase_drivers_price,purchase_drivers_brand_trust,purchase_drivers_ingredients,purchase_drivers_eco_pkg,purchase_drivers_efficacy,purchase_drivers_fragrance,purchase_drivers_recommendation,purchase_drivers_availability,habit_strength,eco_concern_score,prior_eco_purchase,green_identity,lifestyle_exercise_yoga,lifestyle_track_waste,lifestyle_organic_food,lifestyle_eco_content,lifestyle_lifestyle_change,lifestyle_repair_reuse,greenwashing_skepticism,premium_willingness_pct,brand_switch_readiness,hard_water_waxy_hair,hard_water_poor_lather,hard_water_softener,hard_water_no_issue,trust_signal_lab_tests,trust_signal_certification,trust_signal_friend_rec,trust_signal_influencer_rec,trust_signal_free_sample,trust_signal_money_back,trust_signal_reviews,peer_eco_usage,discovery_channel,format_interest_shampoo_bar,format_interest_dishwash_block,format_interest_laundry_sheets,format_interest_body_bar,format_interest_surface_tablets,format_interest_conditioner_bar,format_interest_toilet_tablet,format_interest_none,barrier_efficacy_doubt,barrier_unfamiliar,barrier_price,barrier_availability,barrier_habit,barrier_humidity,barrier_no_concern,preferred_eco_channel,ayurveda_affinity,subscription_intent,bundle_pref_bathroom_kit,bundle_pref_kitchen_kit,bundle_pref_full_home,bundle_pref_trial_sampler,bundle_pref_gift_hamper,bundle_pref_no_bundle,eco_spend_willingness,max_price_shampoo_bar,max_price_laundry_sheets,pricing_model_pref,scenario_purchase_intent,overall_interest_score,interest_binary,interest_3class,actual_spend_mid_fill,aspiration_gap,lifestyle_score,format_interest_count,barrier_count,trust_signal_count,sdb_flag,is_outlier
R0046,Urban Renter,25-34,Female,Tier1,25-50k,Family_small,1,0,1,0,1,1,1,1,Kirana,401-700,550.0,461,1,0,1,1,1,1,0,1,6m-2y,3,No_considered,Conscious_buyer,1,0,1,0,0,0,2,11-20,5,0,0,0,1,1,0,0,1,1,1,1,No_circle,Friend_family,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,Nykaa,Somewhat,Try_first,0,1,0,0,1,0,469,151-200,351-500,Monthly_sub,Unlikely,4,1,Interested,550.0,-81.0,2,4,4,5,0,0
R0047,Mindful Parent,35-44,Male,Tier1,50-100k,Couple,1,1,0,1,1,1,1,1,Amazon_Flipkart,701-1200,950.0,708,0,1,1,1,1,0,0,1,2-5y,4,Yes_few,Occasional,1,0,1,1,1,0,4,11-20,3,0,0,0,1,0,1,0,1,0,0,0,Family_use,Doctor_derm,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Amazon,Very_imp,Try_first,1,0,1,1,0,0,1009,151-200,251-350,Monthly_sub,Order_now,5,1,Interested,950.0,59.0,4,2,0,2,0,0
R0048,Urban Renter,18-24,Male,Metro,50-100k,Single,1,0,1,0,0,1,1,1,Pharmacy,401-700,550.0,901,0,1,1,1,1,1,1,0,No_fixed,3,Yes_few,Core_identity,0,0,1,1,0,0,1,11-20,3,0,0,0,1,0,0,1,0,0,0,0,Friends_rec,Doctor_derm,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,Brand_website,Very_imp,Try_first,0,0,0,1,0,0,534,151-200,251-350,Quarterly_bulk,Research_first,4,1,Interested,550.0,-16.0,2,2,2,1,0,0
R0049,Urban Renter,18-24,Male,Tier1,25-50k,Joint,1,1,1,1,0,0,0,0,Quick_commerce,200-400,300.0,719,1,1,0,0,1,1,1,0,lt6m,4,Yes_regularly,Occasional,1,0,1,0,1,0,4,1-10,5,0,1,0,0,1,0,0,1,1,0,0,Unsure,Article_news,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,Amazon,Intl_std,Yes_if_discount,1,0,0,1,0,0,723,151-200,150-250,Monthly_sub,No,3,0,Neutral,300.0,423.0,3,3,2,3,0,0
R0050,Mindful Parent,45-54,Female,Tier2,lt25k,Family_small,1,1,1,1,1,1,0,1,Modern_trade,701-1200,950.0,208,1,0,1,1,1,1,1,0,No_fixed,4,No_not_priority,Conscious_buyer,1,0,0,0,1,0,1,1-10,1,0,0,0,1,0,1,1,1,0,0,0,Friends_rec,Influencer,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,Quick_comm,Somewhat,Yes_already,1,1,1,0,0,0,252,100-150,150-250,Monthly_sub,Wishlist,5,1,Interested,950.0,-698.0,2,3,1,3,0,0
R0051,Price Pragmatist,55+,Female,Tier1,,Family_large,1,0,1,1,1,1,1,1,Kirana,lt200,150.0,205,1,1,1,0,1,0,0,0,6m-2y,2,No_not_priority,Occasional,1,0,0,0,0,1,5,0,2,0,1,0,0,1,0,1,0,1,1,0,I_influence,Doctor_derm,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,Eco_store,Neutral,No,0,1,0,0,0,0,207,lt100,251-350,Quarterly_bulk,Wishlist,1,0,Not_Interested,150.0,57.0,2,2,2,4,0,0
R0052,Urban Renter,25-34,Male,Tier1,50-100k,Family_small,1,1,0,1,0,0,1,0,D2C,401-700,550.0,488,1,0,1,0,1,0,1,1,2-5y,3,No_not_priority,Occasional,0,0,1,0,0,0,5,1-10,2,0,0,0,1,0,0,1,1,0,1,0,I_influence,Friend_family,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,Quick_comm,Very_imp,Try_first,0,0,0,1,1,0,515,lt100,lt150,Quarterly_bulk,Research_first,1,0,Not_Interested,550.0,-35.0,1,4,0,3,0,0
R0053,Price Pragmatist,45-54,Female,Tier1,25-50k,Family_small,1,0,0,0,1,1,1,0,Kirana,lt200,150.0,262,1,0,0,0,1,0,0,1,2-5y,2,No_not_priority,Curious,0,0,1,0,0,0,3,21-30,4,1,1,0,0,0,0,0,0,1,1,1,No_circle,Marketplace_browse,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,Eco_store,Very_imp,No,0,0,0,0,1,1,317,151-200,lt150,Single,Unlikely,1,0,Not_Interested,150.0,167.0,1,2,3,3,0,0
R0054,Price Pragmatist,55+,Male,Tier1,lt25k,Family_small,1,0,0,1,1,1,0,0,Kirana,200-400,300.0,186,1,1,1,0,1,1,0,1,gt5y,3,No_not_priority,Curious,1,0,0,0,0,0,5,0,3,0,1,0,0,0,0,0,1,1,1,0,Unsure,Marketplace_browse,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,Supermarket,Very_imp,Try_first,0,0,0,0,0,0,157,lt100,lt150,Quarterly_bulk,Research_first,1,0,Not_Interested,300.0,-143.0,1,0,2,3,0,0
R0055,Urban Renter,18-24,Female,Tier2,50-100k,Family_large,1,0,1,0,0,0,1,1,Modern_trade,gt1200,1400.0,606,1,0,1,1,0,1,0,1,2-5y,4,No_not_priority,Curious,1,1,1,0,0,0,3,1-10,5,0,0,0,1,1,0,0,1,0,1,0,No_circle,Influencer,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,Quick_comm,Neutral,Yes_already,1,0,1,0,0,0,582,100-150,251-350,Refill_system,No,2,0,Neutral,1400.0,-818.0,3,3,2,3,0,0
R0056,Price Pragmatist,35-44,Female,Tier1,50-100k,Family_small,1,1,0,1,1,1,1,0,Kirana,200-400,300.0,398,1,0,0,1,1,0,0,1,gt5y,4,No_considered,Conscious_buyer,1,0,1,0,0,0,2,1-10,3,0,0,0,1,0,0,0,0,1,1,0,No_circle,Marketplace_browse,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,Amazon,Neutral,Try_first,0,0,0,1,0,1,579,100-150,lt150,Quarterly_bulk,No,2,0,Not_Interested,300.0,279.0,2,1,2,2,0,0
R0057,Eco Warrior,35-44,Female,Metro,50-100k,Family_large,1,1,1,0,1,1,1,1,Quick_commerce,gt1200,1400.0,1494,1,1,1,0,1,0,1,0,2-5y,5,Yes_few,Conscious_buyer,1,0,1,1,0,1,2,11-20,5,0,0,0,1,0,1,1,0,0,0,1,Friends_rec,Friend_family,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,Brand_website,Very_imp,Yes_if_discount,0,1,1,0,1,0,2808,201-300,gt500,Monthly_sub,No,5,1,Interested,1400.0,1408.0,4,6,0,3,0,1
R0058,Mindful Parent,25-34,Female,Metro,50-100k,Family_large,1,0,1,1,1,1,1,0,Kirana,200-400,300.0,608,0,1,1,0,1,1,1,1,gt5y,5,No_not_priority,Core_identity,1,0,1,1,0,0,5,21-30,5,0,0,0,1,0,1,1,1,0,0,1,Family_use,Influencer,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,Amazon,Not_imp,Try_first,0,0,0,0,0,0,648,100-150,251-350,Monthly_sub,Unlikely,2,0,Not_Interested,300.0,348.0,3,4,2,4,1,0
R0059,Eco Warrior,45-54,Male,Metro,50-100k,Family_small,1,0,0,1,1,1,0,1,Amazon_Flipkart,701-1200,950.0,1486,1,0,0,1,0,0,1,1,6m-2y,4,Yes_regularly,Conscious_buyer,0,1,1,1,1,0,3,11-20,4,0,0,0,1,1,1,1,0,0,1,1,Friends_rec,Friend_family,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,Brand_website,Very_imp,Try_first,0,1,1,0,1,0,623,151-200,150-250,Monthly_sub,Unlikely,5,1,Interested,950.0,-327.0,4,3,1,5,0,0
R0060,Mindful Parent,25-34,Female,Tier1,lt25k,Family_small,1,0,1,1,1,1,1,0,Amazon_Flipkart,701-1200,950.0,263,1,1,0,0,0,1,0,0,6m-2y,3,No_not_priority,Core_identity,0,0,1,1,0,0,3,11-20,4,0,0,0,1,0,0,1,1,0,0,0,Family_use,Friend_family,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,Amazon,Somewhat,Yes_already,1,0,1,1,1,0,423,201-300,150-250,Monthly_sub,Order_now,3,0,Neutral,950.0,-527.0,2,4,2,2,0,0
R0061,Eco Skeptic,45-54,Female,Tier1,50-100k,Single,1,1,1,0,1,1,1,0,Amazon_Flipkart,200-400,300.0,692,0,0,0,0,1,1,0,1,6m-2y,4,Yes_few,Curious,0,0,0,1,0,0,5,11-20,3,0,1,0,0,1,0,1,1,1,0,0,No_circle,Free_sample,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,Amazon,Neutral,Yes_if_discount,0,1,0,0,0,0,935,100-150,251-350,Monthly_sub,Unlikely,2,0,Not_Interested,300.0,635.0,1,2,4,4,0,0
R0062,Mindful Parent,25-34,Male,Tier2,25-50k,Family_small,1,0,1,1,1,1,1,0,Quick_commerce,lt200,150.0,635,1,1,0,1,0,0,1,1,2-5y,5,No_considered,Core_identity,0,0,0,1,0,0,3,11-20,2,0,0,0,1,1,1,0,1,0,0,0,I_influence,Free_sample,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,Amazon,Neutral,Yes_if_discount,1,1,0,0,0,0,654,lt100,351-500,Monthly_sub,Wishlist,5,1,Interested,150.0,504.0,1,3,2,3,0,1
R0063,Price Pragmatist,45-54,Female,Tier3,lt25k,Family_small,0,0,1,1,1,1,0,0,Quick_commerce,200-400,300.0,177,1,0,1,0,1,0,0,1,gt5y,5,No_not_priority,Curious,1,0,1,0,1,0,3,0,4,0,0,0,1,0,1,0,0,0,0,0,Unsure,Article_news,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,Eco_store,Somewhat,Try_first,0,0,1,0,0,1,49,100-150,251-350,Single,No,2,0,Neutral,300.0,-251.0,3,1,3,1,0,0
R0064,Eco Skeptic,25-34,Male,Metro,lt25k,Family_small,1,1,1,0,1,1,1,1,Amazon_Flipkart,200-400,300.0,250,1,0,0,1,1,0,1,1,gt5y,4,No_considered,Core_identity,1,0,1,0,0,0,5,21-30,4,1,1,0,0,1,0,1,0,1,0,1,I_influence,Doctor_derm,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,Amazon,Somewhat,Try_first,0,1,0,1,0,1,129,201-300,351-500,Monthly_sub,Research_first,2,0,Not_Interested,300.0,-171.0,2,2,4,4,0,0
R0065,Mindful Parent,25-34,Male,Tier1,gt200k,Family_small,1,1,1,1,1,1,1,0,Amazon_Flipkart,401-700,550.0,1233,0,0,0,1,0,0,0,1,gt5y,4,Yes_few,Conscious_buyer,0,1,0,0,0,1,3,1-10,2,0,0,0,1,1,1,1,0,0,0,1,Friends_rec,Eco_store,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,Amazon,Very_imp,Yes_if_discount,0,0,1,0,0,0,2080,100-150,351-500,Monthly_sub,Research_first,3,0,Neutral,550.0,1530.0,2,4,2,4,0,0
R0066,Urban Renter,25-34,Female,Tier1,25-50k,Single,1,0,1,1,1,1,1,1,Modern_trade,200-400,300.0,534,1,1,0,1,1,0,1,0,6m-2y,3,No_considered,Conscious_buyer,1,0,1,0,0,0,3,1-10,3,1,0,0,0,0,1,1,1,1,0,0,No_circle,Influencer,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,Quick_comm,Neutral,Yes_already,0,0,0,0,1,1,396,151-200,251-350,Quarterly_bulk,Order_now,3,0,Neutral,300.0,96.0,2,4,2,4,0,0
R0067,Mindful Parent,45-54,Female,Tier1,50-100k,Joint,1,0,1,1,1,1,1,1,Modern_trade,401-700,550.0,1437,0,1,0,0,1,0,1,1,6m-2y,3,Yes_few,Occasional,0,0,1,0,1,1,1,11-20,5,1,1,0,0,1,0,0,0,0,0,0,Family_use,Friend_family,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,Nykaa,Very_imp,Yes_already,0,0,0,0,0,0,834,lt100,150-250,Monthly_sub,Research_first,4,1,Interested,550.0,284.0,3,3,3,1,0,0
R0068,Price Pragmatist,25-34,Male,Tier3,50-100k,Couple,0,1,1,0,1,1,1,1,Kirana,401-700,550.0,746,1,0,1,1,1,1,0,1,6m-2y,2,No_considered,Not_priority,0,0,0,0,1,0,3,1-10,4,0,0,0,1,0,0,1,0,0,1,0,No_circle,Friend_family,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,Eco_store,Somewhat,No,0,0,0,1,0,0,160,lt100,150-250,Monthly_sub,No,1,0,Not_Interested,550.0,-390.0,1,1,5,2,0,0
R0069,Eco Warrior,25-34,Male,Tier1,100-200k,Family_small,1,0,1,1,0,1,1,1,D2C,701-1200,950.0,1165,0,1,0,1,1,0,0,1,2-5y,4,Yes_regularly,Not_priority,0,1,1,1,1,0,4,21-30,5,1,0,0,0,0,1,0,1,0,0,0,No_circle,Influencer,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,Brand_website,Somewhat,Yes_already,0,1,1,0,1,0,1182,151-200,351-500,Monthly_sub,Wishlist,1,0,Not_Interested,950.0,232.0,4,5,1,2,0,0
R0070,Price Pragmatist,25-34,Male,Tier3,lt25k,Family_large,1,1,0,1,1,1,1,1,Kirana,401-700,550.0,151,1,1,1,1,1,0,0,1,2-5y,1,No_not_priority,Core_identity,0,0,1,0,1,0,3,0,2,0,0,1,1,0,1,1,1,1,1,0,No_circle,Friend_family,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,Nykaa,Very_imp,Try_first,0,0,0,0,0,0,104,151-200,lt150,Single,Unlikely,2,0,Not_Interested,550.0,-446.0,2,3,4,5,0,0
R0071,Urban Renter,35-44,Male,Tier1,lt25k,Couple,1,0,0,1,1,1,1,0,Quick_commerce,401-700,550.0,115,1,1,1,1,1,1,0,1,No_fixed,3,Yes_few,Conscious_buyer,1,0,1,0,0,0,3,11-20,3,0,1,1,0,0,0,0,1,1,1,0,I_influence,Influencer,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,Nykaa,Somewhat,Yes_if_discount,0,0,0,1,1,0,131,151-200,150-250,Single,Wishlist,5,1,Interested,550.0,-419.0,2,3,3,3,0,0
R0072,Mindful Parent,45-54,Female,Tier2,100-200k,Family_large,1,0,0,1,1,1,1,1,Quick_commerce,401-700,550.0,1414,1,0,0,1,1,1,0,0,gt5y,4,No_not_priority,Core_identity,0,1,0,0,0,0,2,0,5,0,1,0,0,0,1,1,1,0,0,0,Friends_rec,Doctor_derm,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Nykaa,Very_imp,Yes_if_discount,1,1,1,1,0,0,1321,151-200,lt150,Refill_system,Research_first,3,0,Neutral,550.0,771.0,1,3,1,3,1,0
R0073,Eco Warrior,25-34,Male,Metro,gt200k,Couple,1,1,1,0,1,1,1,0,Amazon_Flipkart,701-1200,950.0,1647,1,0,1,0,0,1,0,1,lt6m,5,Yes_regularly,Core_identity,0,1,0,0,1,1,4,11-20,3,0,1,0,0,1,1,1,0,1,0,1,Friends_rec,Friend_family,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,Brand_website,Somewhat,Yes_if_discount,1,1,1,1,1,0,2471,201-300,351-500,Refill_system,Research_first,5,1,Interested,950.0,1521.0,3,5,0,5,0,0
R0074,Price Pragmatist,35-44,Male,Tier1,lt25k,Family_small,1,0,0,1,1,1,1,1,Kirana,401-700,550.0,102,1,1,0,0,1,1,0,1,6m-2y,3,No_considered,Not_priority,1,0,1,1,1,0,4,0,3,0,0,0,1,0,1,1,0,0,1,1,No_circle,Marketplace_browse,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Nykaa,Somewhat,No,1,0,0,0,0,1,141,lt100,251-350,Quarterly_bulk,Unlikely,1,0,Not_Interested,550.0,-409.0,4,1,2,4,0,0
R0075,Urban Renter,18-24,Female,Tier1,lt25k,Single,1,1,1,0,1,1,1,0,Quick_commerce,701-1200,950.0,127,1,1,1,0,1,0,1,1,6m-2y,5,Yes_few,Occasional,1,1,1,1,1,1,4,0,5,0,0,0,1,0,1,0,0,1,1,0,Family_use,Article_news,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,Quick_comm,Very_imp,Yes_if_discount,1,0,1,0,0,0,171,201-300,gt500,Single,Research_first,4,1,Interested,950.0,-779.0,6,5,2,3,1,0
R0076,Urban Renter,25-34,Male,Metro,25-50k,Family_small,1,0,1,0,1,1,0,1,D2C,401-700,550.0,531,1,0,0,0,1,1,1,0,2-5y,3,No_considered,Curious,1,1,1,0,0,0,1,1-10,4,0,0,0,1,1,0,0,1,0,1,1,Family_use,Influencer,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,Amazon,Somewhat,Yes_already,0,1,0,0,0,0,614,151-200,251-350,Monthly_sub,No,3,0,Neutral,550.0,64.0,3,6,2,4,0,0
R0077,Urban Renter,25-34,Male,Tier1,25-50k,Couple,0,0,0,1,1,1,0,1,Modern_trade,200-400,300.0,294,1,1,1,0,1,1,0,1,2-5y,3,No_not_priority,Occasional,1,1,0,1,0,0,3,1-10,3,0,0,0,1,1,0,0,1,0,0,0,No_circle,Influencer,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Amazon,Very_imp,Yes_if_discount,0,0,0,0,0,0,319,100-150,lt150,Quarterly_bulk,Research_first,3,0,Neutral,300.0,19.0,3,1,0,2,0,0
R0078,Eco Warrior,25-34,Female,Metro,50-100k,Single,0,1,1,1,1,1,0,0,D2C,lt200,150.0,738,1,1,1,1,0,0,1,0,6m-2y,5,Yes_regularly,Conscious_buyer,1,1,0,1,0,1,3,11-20,5,0,0,0,1,1,0,0,1,0,0,1,Friends_rec,Influencer,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,Brand_website,Somewhat,Yes_already,1,0,1,0,0,0,699,151-200,251-350,Monthly_sub,Order_now,5,1,Interested,150.0,549.0,4,4,1,3,0,1
R0079,Eco Skeptic,35-44,Female,Tier2,gt200k,Couple,1,0,0,0,1,1,0,0,Quick_commerce,401-700,550.0,1056,1,1,1,0,0,0,0,0,lt6m,4,No_not_priority,Occasional,1,1,0,0,0,0,5,11-20,4,0,0,0,1,1,1,1,0,1,0,0,No_circle,Free_sample,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Amazon,Somewhat,Try_first,0,1,0,1,0,1,1495,100-150,251-350,Quarterly_bulk,Research_first,3,0,Neutral,550.0,945.0,2,2,2,4,0,0
R0080,Eco Warrior,25-34,Male,Tier2,lt25k,Couple,1,0,1,1,1,1,0,1,Quick_commerce,200-400,300.0,389,1,1,0,1,1,0,1,0,No_fixed,4,Yes_regularly,Curious,0,1,1,1,0,1,3,gt30,2,0,0,0,1,1,0,0,1,1,0,1,I_influence,Marketplace_browse,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,Brand_website,Somewhat,Yes_already,1,0,1,1,0,0,344,201-300,351-500,Monthly_sub,Research_first,5,1,Interested,300.0,44.0,4,6,0,4,0,0
R0081,Price Pragmatist,45-54,Male,Tier1,25-50k,Family_small,1,1,1,1,1,1,1,0,Amazon_Flipkart,200-400,300.0,152,1,1,1,0,0,1,1,1,gt5y,5,No_not_priority,Curious,0,0,0,0,0,0,3,1-10,3,1,0,0,0,0,0,0,0,0,0,0,No_circle,Free_sample,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,Amazon,Very_imp,No,0,0,0,1,0,0,390,lt100,lt150,Single,Wishlist,2,0,Not_Interested,300.0,90.0,0,1,4,0,0,0
R0082,Urban Renter,45-54,Male,Metro,25-50k,Single,1,1,1,0,0,1,0,0,D2C,200-400,300.0,347,1,1,0,1,0,1,0,1,2-5y,3,Yes_few,Curious,1,0,0,1,0,0,2,11-20,5,1,1,0,0,0,0,1,0,1,0,0,I_influence,Eco_store,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,Brand_website,Intl_std,Yes_already,1,0,0,0,0,0,338,151-200,251-350,Monthly_sub,No,1,0,Not_Interested,300.0,38.0,2,4,1,2,0,0
R0083,Mindful Parent,35-44,Male,Metro,50-100k,Family_large,1,0,1,0,0,1,1,1,Kirana,lt200,150.0,726,1,1,1,0,1,0,0,0,2-5y,2,No_considered,Conscious_buyer,0,0,1,0,1,0,1,21-30,3,1,0,0,0,1,0,1,1,1,0,0,I_influence,Friend_family,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,Nykaa,Somewhat,Try_first,0,0,0,0,0,0,1221,100-150,251-350,Monthly_sub,Unlikely,4,1,Interested,150.0,1071.0,2,4,1,4,1,1
R0084,Eco Warrior,25-34,Male,Metro,100-200k,Family_small,1,1,0,1,1,1,0,0,Amazon_Flipkart,gt1200,1400.0,3000,1,1,1,1,0,0,1,0,2-5y,5,Yes_regularly,Conscious_buyer,1,0,1,1,1,1,3,gt30,5,0,0,0,1,0,1,0,0,0,0,0,Friends_rec,Influencer,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,Brand_website,Not_imp,Try_first,0,1,1,1,0,0,1092,gt300,150-250,Refill_system,Unlikely,4,1,Interested,1400.0,-308.0,5,6,1,1,0,0
R0085,Mindful Parent,35-44,Male,Tier1,50-100k,Family_small,1,1,1,1,1,1,1,1,D2C,lt200,150.0,479,0,1,1,0,1,0,1,0,2-5y,3,No_considered,Conscious_buyer,0,0,0,1,0,0,2,1-10,3,0,0,0,1,1,1,0,0,0,0,0,Friends_rec,Friend_family,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,Brand_website,Neutral,Try_first,1,0,1,0,0,0,973,151-200,150-250,Monthly_sub,Research_first,3,0,Neutral,150.0,823.0,1,4,0,2,0,0
R0086,Mindful Parent,35-44,Male,Metro,50-100k,Family_small,1,1,1,1,1,1,1,0,Amazon_Flipkart,701-1200,950.0,1038,1,0,1,1,1,0,1,0,gt5y,4,Yes_few,Conscious_buyer,1,0,0,0,0,0,4,11-20,4,0,0,0,1,0,0,0,0,1,0,0,Family_use,Marketplace_browse,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,Quick_comm,Somewhat,Yes_already,1,1,1,0,0,0,956,151-200,351-500,Monthly_sub,No,5,1,Interested,950.0,6.0,1,5,0,1,0,0
R0087,Urban Renter,18-24,Female,Metro,25-50k,Family_small,1,1,1,1,1,0,1,1,Amazon_Flipkart,lt200,150.0,610,0,0,1,0,0,0,1,0,2-5y,5,Yes_regularly,Occasional,0,0,0,0,0,0,3,gt30,2,0,0,0,1,0,0,0,1,0,1,0,I_influence,Marketplace_browse,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,Quick_comm,Neutral,Yes_if_discount,1,1,0,0,0,0,590,151-200,251-350,Monthly_sub,Unlikely,4,1,Interested,150.0,440.0,0,3,1,2,0,1
R0088,Urban Renter,18-24,Male,Metro,25-50k,Family_small,1,1,1,0,1,1,1,0,Quick_commerce,lt200,150.0,418,1,1,1,1,1,0,0,1,2-5y,4,Yes_few,Occasional,1,1,0,0,0,1,4,11-20,5,0,0,0,1,0,0,0,0,0,0,0,No_circle,Doctor_derm,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,Quick_comm,Very_imp,Try_first,0,0,0,1,0,0,277,gt300,251-350,Single,Wishlist,5,1,Interested,150.0,127.0,3,4,1,0,1,0
R0089,Price Pragmatist,45-54,Female,Tier3,25-50k,Family_small,1,0,1,1,1,1,0,0,Amazon_Flipkart,401-700,550.0,350,0,1,1,0,1,1,0,0,6m-2y,4,No_not_priority,Curious,0,0,1,0,0,0,4,11-20,3,0,0,0,1,0,1,1,0,1,0,0,Friends_rec,Free_sample,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,Eco_store,Very_imp,Yes_already,0,0,0,1,0,0,400,lt100,150-250,Single,Unlikely,1,0,Not_Interested,550.0,-150.0,1,0,3,3,0,0
R0090,Eco Skeptic,35-44,Female,Tier2,25-50k,Family_small,1,0,1,1,1,0,0,1,Kirana,701-1200,950.0,500,0,1,0,1,1,1,0,1,lt6m,4,Yes_few,Conscious_buyer,1,0,0,1,0,0,4,1-10,3,0,1,0,0,0,1,1,0,1,1,0,No_circle,Free_sample,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Amazon,Somewhat,Try_first,0,0,0,1,0,1,407,lt100,150-250,Single,Unlikely,2,0,Not_Interested,950.0,-543.0,2,0,2,4,0,0
R0091,Eco Warrior,25-34,Male,Metro,100-200k,Family_small,1,0,1,1,1,1,1,1,Amazon_Flipkart,200-400,300.0,2247,1,1,0,0,1,1,0,0,2-5y,4,Yes_regularly,Occasional,1,0,0,1,0,1,4,11-20,5,0,0,1,1,0,1,1,1,0,0,1,Friends_rec,Influencer,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,Amazon,Very_imp,Yes_already,0,0,1,0,0,0,2541,100-150,150-250,Monthly_sub,Order_now,5,1,Interested,300.0,2241.0,3,4,1,4,1,0
R0092,Urban Renter,18-24,Female,Tier3,100-200k,Single,1,1,1,0,1,1,1,1,Amazon_Flipkart,200-400,300.0,804,1,1,1,0,1,1,0,0,2-5y,4,Yes_few,Occasional,0,1,0,1,0,0,4,gt30,4,0,0,0,1,0,0,1,1,0,0,1,Family_use,Influencer,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,Nykaa,Somewhat,Try_first,1,1,1,1,0,0,1313,100-150,251-350,Quarterly_bulk,Research_first,4,1,Interested,300.0,1013.0,2,4,2,3,0,0
R0093,Urban Renter,18-24,Female,Tier1,lt25k,Single,1,0,1,0,1,1,1,0,Kirana,401-700,550.0,257,1,1,0,0,1,1,1,1,2-5y,5,No_considered,Conscious_buyer,0,0,0,1,0,0,4,21-30,3,0,0,0,1,1,1,0,1,0,1,0,Family_use,Influencer,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,Brand_website,Very_imp,Try_first,0,0,0,0,0,1,94,100-150,251-350,Single,Order_now,5,1,Interested,550.0,-456.0,1,5,2,4,0,0
